Metric,Period Type,Period,Policy Type,Issue policy,Task type,Task,Location,location_value,result
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,27
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,8
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,9
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Pakistan,2
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Palestine,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Panama,1
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,2
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,1
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Paraguay,2
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,13
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,2
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,2
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,0.5
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,2
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,0.5
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,10
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Peru,11
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,0
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,0
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Philippines,3
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,48
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,33
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,42
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,0.394
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,11
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,11
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,0.455
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,4
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Poland,7
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,3
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,4
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Portugal,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,6
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,4
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,5
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Qatar,2
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,26
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,21
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,53
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,0.381
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,4
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,7
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,0.857
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Romania,1
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,0
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,0
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,1
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Senegal,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,6
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,4
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,5
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,2
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,2
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,0.5
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Serbia,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,38
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,27
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,43
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,0.556
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,2
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,2
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,0.5
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,9
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Singapore,30
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,1
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Slovenia,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,170
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,161
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,279
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,0.497
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,4
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,4
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,0.25
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,5
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Spain,8
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,2
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,2
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sri Lanka,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,42
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,38
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,66
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,0.553
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,2
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,2
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,0.5
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,2
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Sweden,2
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,14
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,7
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,8
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,0.857
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,6
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,7
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,0.429
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,1
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Switzerland,1
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,2
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,5
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Taiwan,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,3
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,3
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,6
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Thailand,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,16
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,13
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,23
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,0.154
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,3
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,3
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,0.333
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Turkey,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,2
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,1
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,1
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Ukraine,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,9
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,6
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,8
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.333
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,3
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,4
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.5
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Arab Emirates,0
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,1085
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,886
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,1152
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,0.674
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,164
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,191
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,0.749
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,35
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United Kingdom,41
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,2543
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,1230
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,1520
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,0.734
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,372
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,389
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,0.774
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,941
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,United States,1207
Total requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,1
Legal requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,1
Legal request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,1
Percentage of legal requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Emergency requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Emergency request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Percentage of emergency requests where some data was disclosed,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Preservation requests,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Preservation request accounts specified,half-year,Jul-Dec 2022,all,all,all,all,Market,Uruguay,0
Total requests,half-year,Jul-Dec 2021,all,all,all,all,all,all,56200
Total requests,half-year,Jul-Dec 2022,all,all,all,all,all,all,187380
Total requests,half-year,Jan-Jun 2022,all,all,all,all,all,all,106659
Total requests,half-year,Jan-Jun 2023,all,all,all,all,all,all,216197
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,6
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,2
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,3
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Albania,5
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,2
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Andorra,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,47
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,21
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,23
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,0.5238
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,6
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,8
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,0.25
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,20
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Argentina,21
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,5
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,0
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,0
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Armenia,4
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,179
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,132
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,179
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,0.6061
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,21
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,26
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,0.692307692
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,26
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Australia,43
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,38
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,32
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,38
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,0.5938
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,3
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,0.333333333
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,4
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Austria,4
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,3
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,1
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,1
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,0
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Azerbaijan,0
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,19
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,11
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,19
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,0
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,6
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,6
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,0
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,2
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Bangladesh,2
Total requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,101
Legal requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,88
Legal request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,182
Percentage of legal requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,0.5341
Emergency requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,2
Emergency request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,2
Percentage of emergency requests where some data was disclosed,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,0.5
Preservation requests,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,11
Preservation request accounts specified,half-year,Jan-Jun 2023,all,all,all,all,Market,Belgium,13
